LIPID NAME,Lipid n%,CHOL %,DSPE-PEG %,FRR,Org FR,Aq FR,TFR,CHIP,Size,PDI,Populations,Chain length 1,Unsatturation chain 1,Chain length 2,Unsatturation chain 2,Pressure at FRR1 TFR20,Pressure at FRR1 TFR 18,Pressure at FRR1 TFR 16,Chip Volume,Chip Surface Area,SMILES string
DMPC,60,40,0,0.5,4,4,8,ZZ,197.09,0.25,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.5,6,6,12,ZZ,193.74,0.11,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.5,5,5,10,SR,191.85,0.1,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.5,4,4,8,IG,190.79,0.1,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,2,8,10,IG,67.14,0.25,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.5,5,5,10,IG,187.5,0.09,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.5,6,6,12,SR,1049.8,0.25,2,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,1.6,6.4,8,IG,75.8,0.25,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.33,3.96,8.04,12,IG,166.75,0.15,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,1.6,6.4,8,SR,164.47,0.26,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.5,4,4,8,IG,164.38,0.24,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,2,8,10,ZZ,57.19,0.25,2,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.5,5,5,10,ZZ,162.17,0.23,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.5,6,6,12,ZZ,160.38,0.19,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,1.6,6.4,8,IG,151.32,0.25,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,2,8,10,IG,150.89,0.26,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.5,4,4,8,IG,750.5,0.24,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,6,6,12,IG,146.69,0.12,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,5,5,10,IG,146.41,0.22,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.33,3.3,6.7,10,IG,146.15,0.16,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.5,4,4,8,SR,143.8,0.26,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.33,2.64,5.36,8,ZZ,143.51,0.22,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.5,4,4,8,SR,140.49,0.2,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,2.4,9.6,12,IG,108.69,0.24,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.5,6,6,12,IG,138.89,0.14,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,2,8,10,SR,138.86,0.26,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.5,6,6,12,SR,138.69,0.13,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.5,6,6,12,SR,138.05,0.25,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,2.4,9.6,12,IG,137.94,0.25,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.33,3.96,8.04,12,SR,214.1,0.23,2,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,4,4,8,IG,137.59,0.22,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,3.96,8.04,12,IG,137.38,0.25,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.5,6,6,12,ZZ,136.95,0.26,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,3.3,6.7,10,ZZ,136.56,0.16,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,1.6,6.4,8,IG,40.08,0.23,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,2,8,10,IG,43.32,0.23,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.5,5,5,10,IG,135.54,0.17,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,2.64,5.36,8,IG,135.49,0.25,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,3.3,6.7,10,IG,135.41,0.25,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.33,2.64,5.36,8,IG,135.1,0.25,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.33,2.64,5.36,8,IG,132.44,0.15,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.5,5,5,10,SR,132.42,0.17,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,3.96,8.04,12,IG,40.59,0.22,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.5,6,6,12,IG,131.2,0.24,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.33,3.96,8.04,12,IG,154.53,0.22,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,2.64,5.36,8,SR,130.79,0.12,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.5,4,4,8,ZZ,130.42,0.16,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.5,6,6,12,IG,1095.9,0.22,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.5,5,5,10,SR,730.9,0.22,2,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.5,5,5,10,ZZ,129.2,0.07,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.33,3.3,6.7,10,IG,128.49,0.27,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,1.6,6.4,8,ZZ,128.18,0.2,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.5,6,6,12,ZZ,127.5,0.17,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.33,3.3,6.7,10,ZZ,126.84,0.22,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.5,5,5,10,ZZ,124.89,0.17,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,2,8,10,IG,37.1,0.22,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,2.4,9.6,12,SR,123.56,0.22,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,2.4,9.6,12,ZZ,121.21,0.24,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,2.4,9.6,12,IG,189.33,0.21,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,1.6,6.4,8,IG,46.09,0.21,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,3.96,8.04,12,ZZ,119.46,0.11,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,3.3,6.7,10,SR,118.73,0.1,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,5,5,10,ZZ,117.47,0.16,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.33,3.96,8.04,12,ZZ,116.23,0.18,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,2.64,5.36,8,ZZ,115.76,0.15,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,1.6,6.4,8,IG,283.8,0.21,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.33,3.96,8.04,12,SR,113.99,0.11,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.5,4,4,8,ZZ,109.75,0.26,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,6,6,12,ZZ,109.65,0.13,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,2,8,10,ZZ,109.52,0.19,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,2,8,10,IG,42.79,0.2,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,4,4,8,ZZ,105.78,0.16,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.5,5,5,10,ZZ,102.58,0.24,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.5,6,6,12,SR,99.87,0.05,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.5,6,6,12,ZZ,98.9,0.07,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,2.4,9.6,12,IG,45.17,0.2,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,1.6,6.4,8,ZZ,97.33,0.16,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.5,4,4,8,ZZ,93.85,0.09,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.5,5,5,10,SR,91.53,0.08,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,1.6,6.4,8,SR,90.14,0.15,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.5,4,4,8,SR,90.07,0.08,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,2,8,10,ZZ,89.17,0.12,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,2.4,9.6,12,SR,87.43,0.27,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,2.64,5.36,8,SR,84.62,0.22,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,2.64,5.36,8,ZZ,84.48,0.22,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,2,8,10,SR,83.28,0.14,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,1.6,6.4,8,ZZ,81.94,0.25,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,2.4,9.6,12,ZZ,81.47,0.27,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,1.6,6.4,8,SR,80.87,0.26,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,3.96,8.04,12,SR,79.93,0.24,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,3.96,8.04,12,ZZ,79.28,0.25,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,4,4,8,SR,77.7,0.16,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,2.4,9.6,12,SR,77.63,0.15,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,3.3,6.7,10,SR,76.3,0.24,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,2,8,10,ZZ,75.9,0.25,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,55,40,5,0.2,2.4,9.6,12,ZZ,75.64,0.12,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,3.3,6.7,10,ZZ,73.79,0.2,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,5,5,10,SR,73.28,0.17,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.33,2.64,5.36,8,ZZ,71.99,0.12,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,2,8,10,SR,70.53,0.25,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
